DrugBank ID,Name,PubChem Compound ID,STICH_ID,SE.NAME
DB01241,Gemfibrozil,3463,CID000003463,Gastrointestinal pain<br>Abdominal pain<br>Alopecia<br>Anaphylactic shock<br>Anaemia<br>Angioedema<br>Appendicitis<br>Arthralgia<br>Musculoskeletal discomfort<br>Atrial fibrillation<br>Bacterial infection<br>Mental disorder<br>Breast disorder<br>Chest pain<br>Cholecystitis<br>Cholelithiasis<br>Colitis<br>Nasopharyngitis<br>Rhinitis<br>Confusional state<br>Feeling abnormal<br>Connective tissue disorder<br>Constipation<br>Cough<br>Disturbance in sexual arousal<br>Libido decreased<br>Depression<br>Dermatitis<br>Dermatitis exfoliative<br>Diarrhoea<br>Dizziness<br>Dysgeusia<br>Dyspepsia<br>Eczema<br>Oedema<br>Eosinophilia<br>Rash<br>Eye disorder<br>Fatigue<br>Asthenia<br>Flatulence<br>Gastrointestinal disorder<br>Gout<br>Headache<br>Hyperaesthesia<br>Hypoaesthesia<br>Jaundice<br>Jaundice cholestatic<br>Laryngeal oedema<br>Leukopenia<br>Mediastinal disorder<br>Myopathy<br>Musculoskeletal pain<br>Nausea<br>Nervous system disorder<br>Nervousness<br>Tension<br>Neuritis<br>Neuropathy peripheral<br>Pain<br>Pancreatitis<br>Paraesthesia<br>Pruritus<br>Renal failure<br>Rhabdomyolysis<br>Convulsion<br>Loss of consciousness<br>Shock<br>Syncope<br>Synovitis<br>Thrombocytopenia<br>Urinary tract infection<br>Urticaria<br>Vasculitis<br>Vertigo<br>Vomiting<br>Weight decreased<br>Urogenital disorder<br>Peripheral vascular disorder<br>Cataract<br>Antinuclear antibody positive<br>Blood creatine phosphokinase increased<br>Infertility male<br>Liver function test abnormal<br>Pancytopenia<br>Blood alkaline phosphatase increased<br>Skin disorder<br>Myalgia<br>Abdominal pain upper<br>Erectile dysfunction<br>Retinal oedema<br>Hepatobiliary disease<br>Blood bilirubin increased<br>Extrasystoles<br>Vision blurred<br>Photosensitivity reaction<br>Drug interaction<br>Lupus-like syndrome<br>Muscular weakness<br>Antinuclear antibody increased<br>Hepatocellular carcinoma<br>Hepatic cancer<br>Somnolence<br>Cerebral haemorrhage
DB01242,Clomipramine,2801,CID000002801,Gastrointestinal pain<br>Abdominal pain<br>Aggression<br>Agranulocytosis<br>Albuminuria<br>Alopecia<br>Alveolitis allergic<br>Amenorrhoea<br>Anaemia<br>Aneurysm<br>Pupils unequal<br>Decreased appetite<br>Anxiety<br>Aphasia<br>Apraxia<br>Arrhythmia<br>Arthralgia<br>Musculoskeletal discomfort<br>Asthenia<br>Ataxia<br>Atrial flutter<br>Back pain<br>Mental disorder<br>Blepharitis<br>Blepharospasm<br>Breast disorder<br>Bronchospasm<br>Bronchitis<br>Bruxism<br>Bundle branch block<br>Waxy flexibility<br>Cellulitis<br>Cervical dysplasia<br>Cheilitis<br>Chest pain<br>Colitis<br>Coma<br>Confusional state<br>Feeling abnormal<br>Conjunctival haemorrhage<br>Conjunctivitis<br>Connective tissue disorder<br>Constipation<br>Contusion<br>Cough<br>Cyanosis<br>Cystitis noninfective<br>Cystitis<br>Bladder pain<br>Deafness<br>Sudden death<br>Dysphagia<br>Dehydration<br>Delirium<br>Delusion<br>Dental caries<br>Depersonalisation<br>Depression<br>Dermatitis<br>Dermatitis atopic<br>Diabetes mellitus<br>Diarrhoea<br>Diplopia<br>Dizziness<br>Somnolence<br>Duodenitis<br>Dysgeusia<br>Dyskinesia<br>Dysmenorrhoea<br>Dyspepsia<br>Dyspnoea<br>Dysuria<br>Ear pain<br>Eczema<br>Oedema<br>Endocrine disorder<br>Endometrial hyperplasia<br>Endometriosis<br>Enteritis<br>Eosinophilia<br>Epididymitis<br>Epistaxis<br>Eructation<br>Oesophagitis<br>Rash<br>Exophthalmos<br>Extrapyramidal disorder<br>Eye disorder<br>Fatigue<br>Body temperature increased<br>Flatulence<br>Flushing<br>Folliculitis<br>Multiple fractures<br>Fracture<br>Gastritis<br>Gastrooesophageal reflux disease<br>Gastrointestinal disorder<br>Gastrointestinal haemorrhage<br>Gingival bleeding<br>Gingivitis<br>Glaucoma<br>Angle closure glaucoma<br>Glossitis<br>Glycosuria<br>Goitre<br>Gout<br>Gynaecomastia<br>Breath odour<br>Hallucination<br>Headache<br>Cardiac arrest<br>Atrioventricular block<br>Cardiac disorder<br>Cardiac failure<br>Cardiac failure congestive<br>Haematuria<br>Hemiparesis<br>Haemoptysis<br>Haemorrhoids<br>Hepatitis<br>Hiccups<br>Hostility<br>Hypercholesterolaemia<br>Hyperaesthesia<br>Hyperglycaemia<br>Hyperhidrosis<br>Hypersensitivity<br>Hypertension<br>Hyperthyroidism<br>Hypertrichosis<br>Salivary gland enlargement<br>Hyperventilation<br>Hypoaesthesia<br>Hypokalaemia<br>Hypotension<br>Orthostatic hypotension<br>Hypothyroidism<br>Illusion<br>Immune system disorder<br>Inappropriate antidiuretic hormone secretion<br>Intestinal obstruction<br>Irritable bowel syndrome<br>Functional gastrointestinal disorder<br>Irritability<br>Jaundice<br>Osteoarthritis<br>Arthropathy<br>Keratitis<br>Nephrolithiasis<br>Inner ear disorder<br>Laryngospasm<br>Laryngitis<br>Muscle spasms<br>Leukaemoid reaction<br>Leukopenia<br>Vaginal discharge<br>Breast pain<br>Mediastinal disorder<br>Chloasma<br>Menstrual disorder<br>Hypertonia<br>Myopathy<br>Mutism<br>Mydriasis<br>Myocardial infarction<br>Acute coronary syndrome<br>Myoclonus<br>Myositis<br>Nausea<br>Nervous system disorder<br>Nervousness<br>Tension<br>Neuralgia<br>Neuroleptic malignant syndrome<br>Night blindness<br>Nightmare<br>Nocturia<br>Nystagmus<br>IIIrd nerve paralysis<br>Oliguria<br>Otitis media<br>Ovarian cyst<br>Pain<br>Pallor<br>Palpitations<br>Pancytopenia<br>Panic reaction<br>Ileus paralytic<br>Paresis<br>Paraesthesia<br>Parkinsonism<br>Parkinson's disease<br>Peptic ulcer<br>Polyarteritis nodosa<br>Neuropathy peripheral<br>Pharyngitis<br>Piloerection<br>Pneumonia<br>Polyuria<br>Urine output increased<br>Premature ejaculation<br>Prostatic disorder<br>Pruritus<br>Pruritus genital<br>Psoriasis<br>Psychosomatic disease<br>Psychotic disorder<br>Vascular purpura<br>Purpura<br>Pyelonephritis<br>Pyuria<br>Hyperacusis<br>Retinal disorder<br>Rhabdomyolysis<br>Rhinitis<br>Scleritis<br>Scotoma<br>Seborrhoeic dermatitis<br>Convulsion<br>Salivary hypersecretion<br>Sinusitis<br>Skin ulcer<br>Sleep disorder<br>Somnambulism<br>Speech disorder<br>Stomach dilation procedure<br>Gastric dilatation<br>Gastric ulcer<br>Mouth ulceration<br>Cerebrovascular accident<br>Withdrawal syndrome<br>Completed suicide<br>Suicide attempt<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Sinus tachycardia<br>Thirst<br>Thrombocytopenia<br>Thrombophlebitis<br>Tinnitus<br>Tooth disorder<br>Torsade de pointes<br>Torticollis<br>Tremor<br>Urethral disorder<br>Pollakiuria<br>Urinary incontinence<br>Urinary tract infection<br>Micturition disorder<br>Urinary tract disorder<br>Urticaria<br>Uterine haemorrhage<br>Vaginal infection<br>Vaginal inflammation<br>Angiopathy<br>Ventricular fibrillation<br>Ventricular tachycardia<br>Vertigo<br>Vestibular disorder<br>Vomiting<br>Vulval disorder<br>Weight increased<br>Weight decreased<br>Dry mouth<br>Yawning<br>Urinary retention<br>Choreoathetosis<br>Encephalopathy<br>Chills<br>Vasospasm<br>Stupor<br>Depressed level of consciousness<br>Agitation<br>Apathy<br>Flat affect<br>Mood swings<br>Affect lability<br>Photophobia<br>Oculogyric crisis<br>Rash pustular<br>Breast engorgement<br>Depressive symptom<br>Hypokinesia<br>Drug withdrawal syndrome<br>Migraine<br>Anticholinergic syndrome<br>Electroencephalogram abnormal<br>Skin hypertrophy<br>Myocardial ischaemia<br>Mania<br>Muscular weakness<br>Hepatic necrosis<br>Eye pain<br>Blood alkaline phosphatase increased<br>Hyperreflexia<br>Schizophreniform disorder<br>Skin discolouration<br>Dry skin<br>Sensory disturbance<br>Accommodation disorder<br>Malnutrition<br>Photosensitivity reaction<br>Skin disorder<br>Pseudolymphoma<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Muscle twitching<br>Increased appetite<br>Disorientation<br>Disturbance in attention<br>Mental disability<br>Thinking abnormal<br>Hypnagogic hallucination<br>Memory impairment<br>Rash erythematous<br>Skin odour abnormal<br>Euphoric mood<br>Faeces discoloured<br>Tongue ulceration<br>Gravitational oedema<br>Peripheral ischaemia<br>Galactorrhoea<br>Uterine inflammation<br>Lacrimal disorder<br>Pharyngeal oedema<br>Infection susceptibility increased<br>Fat intolerance<br>Perineal pain<br>Hypomania<br>Erectile dysfunction<br>Conduction disorder<br>Rectal haemorrhage<br>Hepatobiliary disease<br>Hepatitis acute<br>Toxicity to various agents<br>Cholinergic syndrome<br>Ejaculation failure<br>Extrasystoles<br>Anaphylactic shock<br>Anaphylactoid reaction<br>Vision blurred<br>Phobia<br>Akathisia<br>Hyperpyrexia<br>Systemic lupus erythematosus<br>Sensation of foreign body<br>Rash maculo-papular<br>Suicidal ideation<br>Hyperkinesia<br>Parotid gland enlargement<br>Bradycardia<br>Electrocardiogram QRS complex<br>Transaminases increased<br>Chromatopsia<br>Lymphadenopathy<br>Blood pressure increased<br>Coordination abnormal<br>Electrocardiogram abnormal<br>Renal pain<br>Gait disturbance<br>Hot flush<br>Menopausal symptoms<br>Tardive dyskinesia<br>Serotonin syndrome<br>Acne<br>Blood uric acid increased<br>Hyperuricaemia<br>Local swelling<br>Blood prolactin increased<br>Libido disorder<br>Electrocardiogram QT prolonged<br>Cardiomyopathy<br>Insomnia<br>Fibroadenoma of breast<br>Haematochezia<br>Exostosis<br>Paranoia<br>Parosmia<br>Dysphonia<br>Renal cyst<br>Breast enlargement<br>Ageusia<br>Testicular swelling<br>Cerebral haemorrhage<br>Vaginal haemorrhage<br>Hypoxia<br>Hypoventilation<br>Respiratory failure<br>Visual impairment
DB01244,Bepridil,2351,CID000002351,Gastrointestinal pain<br>Abdominal pain<br>Angina pectoris<br>Decreased appetite<br>Anxiety<br>Arrhythmia<br>Arthritis<br>Asthenia<br>Constipation<br>Cough<br>Sudden death<br>Depression<br>Diarrhoea<br>Dizziness<br>Somnolence<br>Dyspepsia<br>Dyspnoea<br>Oedema<br>Rash<br>Dermatitis<br>Body temperature increased<br>Flatulence<br>Gastritis<br>Headache<br>Cardiac disorder<br>Cardiac failure<br>Hypertension<br>Influenza<br>Nausea<br>Nervousness<br>Tension<br>Pain<br>Palpitations<br>Paraesthesia<br>Pharyngitis<br>Respiratory tract infection<br>Rhinitis<br>Superinfection<br>Hyperhidrosis<br>Loss of consciousness<br>Shock<br>Syncope<br>Sinus tachycardia<br>Tinnitus<br>Torsade de pointes<br>Tremor<br>Vasodilation procedure<br>Ventricular tachycardia<br>Vertigo<br>Dry mouth<br>Sinus bradycardia<br>Ventricular arrhythmia<br>Atrioventricular block first degree<br>Liver function test abnormal<br>Electrocardiogram QT prolonged<br>Skin irritation<br>Acute myocardial infarction<br>Emotional distress<br>Myalgia<br>Musculoskeletal discomfort<br>Increased appetite<br>Erectile dysfunction<br>Vision blurred<br>Akathisia<br>Gastrointestinal disorder<br>Bradycardia<br>Abdominal discomfort<br>Insomnia<br>Loss of libido
DB01247,Isocarboxazid,3759,CID000003759,Amblyopia<br>Ataxia<br>Coma<br>Constipation<br>Diarrhoea<br>Dizziness<br>Somnolence<br>Dysuria<br>Hallucination<br>Headache<br>Orthostatic hypotension<br>Inappropriate antidiuretic hormone secretion<br>Incontinence<br>Lethargy<br>Myoclonus<br>Nausea<br>Neuritis<br>Neuropathy peripheral<br>Palpitations<br>Paraesthesia<br>Sleep disorder<br>Hyperhidrosis<br>Loss of consciousness<br>Shock<br>Syncope<br>Telangiectasia<br>Tremor<br>Pollakiuria<br>Dry mouth<br>Urinary retention<br>Chills<br>Urinary hesitation<br>Euphoric mood<br>Tongue discolouration<br>Erectile dysfunction<br>Photosensitivity reaction<br>Akathisia<br>Hyperkinesia<br>Agitation<br>Memory impairment<br>Sensation of heaviness
DB01249,Iodixanol,3724,CID000003724,Gastrointestinal pain<br>Abdominal pain<br>Acidosis<br>Amnesia<br>Anaphylactic shock<br>Angina pectoris<br>Angioedema<br>Anoxia<br>Anxiety<br>Apnoea<br>Arthralgia<br>Musculoskeletal discomfort<br>Asthma<br>Atrial fibrillation<br>Back pain<br>Mental disorder<br>Coagulopathy<br>Bone disorder<br>Bronchospasm<br>Bronchitis<br>Cerebrovascular disorder<br>Chest pain<br>Coma<br>Confusional state<br>Feeling abnormal<br>Conjunctivitis<br>Cough<br>Diarrhoea<br>Diplopia<br>Dizziness<br>Somnolence<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Ear pain<br>Oedema<br>Epilepsy<br>Oesophagitis<br>Rash<br>Dermatitis<br>Eye disorder<br>Fatigue<br>Asthenia<br>Body temperature increased<br>Flushing<br>Gastrointestinal disorder<br>Headache<br>Cardiac arrest<br>Cardiac disorder<br>Cardiac failure<br>Haematuria<br>Hypertension<br>Hypoaesthesia<br>Hypotension<br>Immune system disorder<br>Ischaemia<br>Renal failure acute<br>Laryngeal oedema<br>Muscle spasms<br>Myocardial infarction<br>Acute coronary syndrome<br>Nausea<br>Nervous system disorder<br>Nervousness<br>Tension<br>Pain<br>Paraesthesia<br>Pharyngitis<br>Polymyalgia rheumatica<br>Pruritus<br>Pulmonary oedema<br>Rhinitis<br>Scotoma<br>Convulsion<br>Shock<br>Salivary hypersecretion<br>Sinusitis<br>Loss of consciousness<br>Syncope<br>Thrombophlebitis<br>Thrombosis<br>Tinnitus<br>Erythema<br>Upper respiratory tract infection<br>Urinary tract infection<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Angiopathy<br>Presyncope<br>Ventricular fibrillation<br>Vertigo<br>Vomiting<br>Dry mouth<br>Sinus bradycardia<br>Ventricular arrhythmia<br>Arterial spasm<br>Stupor<br>Depressed level of consciousness<br>Agitation<br>Oedema peripheral<br>Hypokinesia<br>Migraine<br>Periorbital oedema<br>Blood urea increased<br>Injection site inflammation<br>Injection site reaction<br>Myocardial ischaemia<br>Renal impairment<br>Injection site pain<br>Dry skin<br>Sensory disturbance<br>Blindness transient<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Emotional distress<br>Motor dysfunction<br>Anosognosia<br>Rash erythematous<br>Peripheral ischaemia<br>Pharyngeal oedema<br>Toxicity to various agents<br>Extrasystoles<br>Anaphylactoid reaction<br>Chills<br>Bradycardia<br>Face oedema<br>Feeling hot<br>Cardio-respiratory arrest<br>Blood creatinine increased<br>Hyperhidrosis<br>Insomnia<br>Hearing impaired<br>Deafness<br>Parosmia<br>Non-cardiogenic pulmonary oedema<br>Visual impairment
DB01250,Olsalazine,6003770,CID006003770,Alopecia<br>Anaemia<br>Aplastic anaemia<br>Angioedema<br>Arthralgia<br>Musculoskeletal discomfort<br>Mental disorder<br>Connective tissue disorder<br>Diarrhoea<br>Dizziness<br>Dyspepsia<br>Dyspnoea<br>Eosinophilia<br>Rash<br>Dermatitis<br>Eye disorder<br>Body temperature increased<br>Gastrointestinal disorder<br>Headache<br>Cardiac disorder<br>Hepatitis<br>Leukopenia<br>Mediastinal disorder<br>Myocarditis<br>Nausea<br>Tubulointerstitial nephritis<br>Nervous system disorder<br>Neutropenia<br>Palpitations<br>Pancreatitis<br>Pancytopenia<br>Paraesthesia<br>Pericarditis<br>Neuropathy peripheral<br>Pruritus<br>Tachycardia<br>Thrombocytopenia<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Vomiting<br>Photosensitivity reaction<br>Skin disorder<br>Interstitial lung disease<br>Myalgia<br>Abdominal pain upper<br>Hepatic enzyme increased<br>Hepatobiliary disease<br>Blood bilirubin increased<br>Vision blurred
DB01253,Ergometrine,443884,CID000443884,Gastrointestinal pain<br>Abdominal pain<br>Chest pain<br>Arteriospasm coronary<br>Diarrhoea<br>Dizziness<br>Dyspnoea<br>Oesophageal spasm<br>Gangrene<br>Hallucination<br>Headache<br>Haematuria<br>Hypertension<br>Hypotension<br>Muscle spasms<br>Myasthenia gravis<br>Myocardial infarction<br>Acute coronary syndrome<br>Nasal congestion<br>Nausea<br>Palpitations<br>Pulmonary oedema<br>Shock<br>Hyperhidrosis<br>Thrombophlebitis<br>Tinnitus<br>Vertigo<br>Vomiting<br>Water intoxication<br>Ventricular arrhythmia<br>Vasospasm<br>Intestinal infarction<br>Pleural fibrosis<br>Bradycardia<br>Drug interaction<br>Intestinal ischaemia
DB01254,Dasatinib,3062316,CID003062316,Abdominal distension<br>Gastrointestinal pain<br>Abdominal pain<br>Alopecia<br>Amnesia<br>Anaemia<br>Angina pectoris<br>Decreased appetite<br>Anxiety<br>Arrhythmia<br>Arthralgia<br>Musculoskeletal discomfort<br>Ascites<br>Asthenia<br>Asthma<br>Atrial fibrillation<br>Atrial flutter<br>Mental disorder<br>Coagulopathy<br>Breast disorder<br>Bronchospasm<br>Neoplasm malignant<br>Congestive cardiomyopathy<br>Cardiovascular disorder<br>Transient ischaemic attack<br>Chest pain<br>Cholecystitis<br>Cholestasis<br>Colitis<br>Infection<br>Confusional state<br>Feeling abnormal<br>Conjunctival haemorrhage<br>Conjunctivitis<br>Connective tissue disorder<br>Constipation<br>Contusion<br>Cough<br>Cyst<br>Pancytopenia<br>Disturbance in sexual arousal<br>Libido decreased<br>Dysphagia<br>Dermatitis<br>Drug eruption<br>Diarrhoea<br>Dizziness<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Ecchymosis<br>Eczema<br>Oedema<br>Localised oedema<br>Embolism<br>Epistaxis<br>Erythema multiforme<br>Erythema nodosum<br>Oesophagitis<br>Rash<br>Eye disorder<br>Eye haemorrhage<br>Fatigue<br>Body temperature increased<br>Anal fissure<br>Flushing<br>Gastritis<br>Gastrointestinal disorder<br>Gastrointestinal haemorrhage<br>Gingival bleeding<br>Gynaecomastia<br>Headache<br>Cardiac disorder<br>Cardiomegaly<br>Cardiac failure<br>Cardiac failure congestive<br>Haematoma<br>Subdural haematoma<br>Haematuria<br>Haemoptysis<br>Haemorrhage<br>Haemoglobin<br>Hepatitis<br>Herpes virus infection<br>Hyperhidrosis<br>Hypersensitivity<br>Hypertension<br>Pulmonary hypertension<br>Hypocalcaemia<br>Hypokalaemia<br>Hypotension<br>Immune system disorder<br>Inflammation<br>Left ventricular failure<br>Pulmonary oedema<br>Chronic myeloid leukaemia<br>Mediastinal disorder<br>Musculoskeletal pain<br>Myocardial infarction<br>Acute coronary syndrome<br>Myocarditis<br>Myositis<br>Nail disorder<br>Nausea<br>Neoplasm<br>Nervous system disorder<br>Neutropenia<br>Oligomenorrhoea<br>Optic neuritis<br>Pain<br>Palpitations<br>Pancreatitis<br>Panniculitis<br>Pericardial effusion<br>Pericarditis<br>Neuropathy peripheral<br>Petechiae<br>Pleural effusion<br>Pneumonia<br>Polyp<br>Proteinuria<br>Protein urine present<br>Prurigo<br>Pruritus<br>Pulmonary embolism<br>Cor pulmonale<br>Aplasia pure red cell<br>Renal failure<br>Acute respiratory distress syndrome<br>Rhabdomyolysis<br>Convulsion<br>Skin ulcer<br>Muscle spasms<br>Stomatitis<br>Cerebrovascular accident<br>Subarachnoid haemorrhage<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Tendonitis<br>Thrombocytopenia<br>Thrombophlebitis<br>Thrombosis<br>Tinnitus<br>Tremor<br>Tumour lysis syndrome<br>Erythema<br>Upper respiratory tract infection<br>Pollakiuria<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Uterine haemorrhage<br>Angiopathy<br>Ventricular tachycardia<br>Vertigo<br>Visual impairment<br>Vomiting<br>Weight increased<br>Weight decreased<br>Acute febrile neutrophilic dermatosis<br>Chills<br>Ventricular arrhythmia<br>Rash pustular<br>Livedo reticularis<br>Oedema peripheral<br>Hypophosphataemia<br>Deep vein thrombosis<br>Periorbital oedema<br>Blood creatinine increased<br>Conjunctival oedema<br>Swelling face<br>Fluid retention<br>Generalised oedema<br>Oedema genital<br>Scrotal oedema<br>Tongue oedema<br>Tongue disorder<br>Haemorrhage intracranial<br>Muscular weakness<br>Electrocardiogram QT prolonged<br>Aspartate aminotransferase increased<br>Alanine aminotransferase increased<br>Dry skin<br>Skin irritation<br>Penile oedema<br>Menstruation irregular<br>Eyelid oedema<br>Miliaria<br>Malnutrition<br>Photosensitivity reaction<br>Skin disorder<br>Interstitial lung disease<br>Rash macular<br>Rash vesicular<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Affect lability<br>Visual acuity reduced<br>Rash erythematous<br>Rash follicular<br>Urticaria vesiculosa<br>Gravitational oedema<br>Lung infiltration<br>Oedema mouth<br>Skin exfoliation<br>Gastrointestinal ulcer<br>Epidural haemorrhage<br>Genital rash<br>Hypoalbuminaemia<br>Left ventricular dysfunction<br>Ventricular dysfunction<br>Sepsis<br>Cardiac failure acute<br>Oral disorder<br>Hepatobiliary disease<br>Eye swelling<br>Macular oedema<br>Ear haemorrhage<br>Skin swelling<br>Protein-losing gastroenteropathy<br>Blood bilirubin increased<br>Dry eye<br>Mucosal inflammation<br>Vision blurred<br>Milia<br>Lipoedema<br>Neutropenic colitis<br>Rash maculo-papular<br>Orbital oedema<br>Intra-abdominal haematoma<br>Rash generalised<br>Diastolic dysfunction<br>Systemic lupus erythematosus rash<br>Platelet aggregation abnormal<br>Lip oedema<br>Cerebral haematoma<br>Face oedema<br>Auricular swelling<br>Pigmentation disorder<br>Skin discolouration<br>Haemorrhagic stroke<br>Cerebral haemorrhage<br>Blood uric acid increased<br>Hyperuricaemia<br>Ejection fraction decreased<br>Eye oedema<br>Febrile neutropenia<br>Scleral haemorrhage<br>Generalised erythema<br>Ventricular failure<br>Infestation<br>Blood creatine phosphokinase increased<br>Blood calcium decreased<br>Cardiomyopathy<br>Insomnia<br>VIIth nerve paralysis<br>Musculoskeletal stiffness<br>Erythrosis<br>Temperature intolerance<br>Troponin increased<br>Enterocolitis infectious<br>Ileus<br>Rash papular<br>Exfoliative rash<br>Incision site oedema<br>Genital swelling<br>Somnolence<br>Vaginal haemorrhage<br>Posterior reversible encephalopathy syndrome
DB01259,Lapatinib,208908,CID000208908,Gastrointestinal pain<br>Abdominal pain<br>Alopecia<br>Anaphylactic shock<br>Anaemia<br>Decreased appetite<br>Arthralgia<br>Musculoskeletal discomfort<br>Asthenia<br>Back pain<br>Mental disorder<br>Neoplasm malignant<br>Infection<br>Connective tissue disorder<br>Constipation<br>Cough<br>Dehydration<br>Dermatitis<br>Diarrhoea<br>Dyspepsia<br>Dyspnoea<br>Epistaxis<br>Rash<br>Fatigue<br>Gastrointestinal disorder<br>Headache<br>Cardiac disorder<br>Cardiac failure<br>Blood disorder<br>Hyperbilirubinaemia<br>Hypersensitivity<br>Immune system disorder<br>Renal failure acute<br>Leukopenia<br>Mediastinal disorder<br>Nail disorder<br>Nausea<br>Nervous system disorder<br>Neutropenia<br>Pain in extremity<br>Palpitations<br>Paronychia<br>Neuropathy peripheral<br>Pneumonia<br>Pruritus<br>Stomatitis<br>Angiopathy<br>Vomiting<br>Peripheral sensory neuropathy<br>Alanine aminotransferase increased<br>Dry skin<br>Haemoglobin decreased<br>Malnutrition<br>Skin disorder<br>Interstitial lung disease<br>Myalgia<br>Dermatitis acneiform<br>Hepatotoxicity<br>Hepatobiliary disease<br>Blood bilirubin increased<br>Mucosal inflammation<br>Hot flush<br>Menopausal symptoms<br>Infestation<br>Cardiotoxicity<br>Insomnia<br>Ejection fraction decreased<br>Metastatic neoplasm
DB01260,Desonide,5311066,CID005311066,Asthma<br>Cough<br>Dermatitis contact<br>Rash<br>Dermatitis<br>Folliculitis<br>Headache<br>Hyperglycaemia<br>Irritability<br>Miliaria<br>Pain<br>Pharyngitis<br>Pruritus<br>Hyperhidrosis<br>Telangiectasia<br>Erythema<br>Upper respiratory tract infection<br>Viral infection<br>Rash pustular<br>Oedema peripheral<br>Skin atrophy<br>Swelling face<br>Skin striae<br>Leukoderma<br>Dermatitis acneiform<br>Skin exfoliation<br>Induration<br>Atrophy<br>Application site atrophy<br>Infection<br>Blood pressure increased<br>Application site irritation<br>Application site erythema<br>Application site pruritus<br>Application site pain<br>Application site burn
DB01261,Sitagliptin,4369359,CID004369359,Gastrointestinal pain<br>Abdominal pain<br>Pancreatitis acute<br>Anaphylactic shock<br>Angioedema<br>Anxiety<br>Arthralgia<br>Musculoskeletal discomfort<br>Back pain<br>Mental disorder<br>Breast disorder<br>Bronchitis<br>Bundle branch block<br>Cellulitis<br>Neck pain<br>Infection<br>Connective tissue disorder<br>Constipation<br>Contusion<br>Cough<br>Depression<br>Fungal skin infection<br>Diarrhoea<br>Dizziness<br>Dysmenorrhoea<br>Dyspepsia<br>Eczema<br>Gastrooesophageal reflux disease<br>Rash<br>Dermatitis<br>Eye disorder<br>Fatigue<br>Asthenia<br>Flatulence<br>Gastroenteritis<br>Gastrointestinal disorder<br>Headache<br>Cardiac disorder<br>Herpes zoster<br>Hyperglycaemia<br>Hypersensitivity<br>Hypertension<br>Hypoaesthesia<br>Hypoglycaemia<br>Orthostatic hypotension<br>Immune system disorder<br>Influenza<br>Renal failure acute<br>Lung disorder<br>Mediastinal disorder<br>Nasopharyngitis<br>Nausea<br>Nervous system disorder<br>Nervousness<br>Tension<br>Osteoarthritis<br>Pain<br>Pain in extremity<br>Pancreatitis<br>Neuropathy peripheral<br>Pharyngitis<br>Pneumonia<br>Respiratory tract infection<br>Sciatica<br>Musculoskeletal pain<br>Sinus headache<br>Sinusitis<br>Skin disorder<br>Muscle spasms<br>Stevens-Johnson syndrome<br>Erythema multiforme<br>Toothache<br>Upper respiratory tract infection<br>Urinary tract infection<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Angiopathy<br>Vertigo<br>Vomiting<br>Weight increased<br>Dry mouth<br>Oedema peripheral<br>Tracheobronchitis<br>Migraine<br>Sinus congestion<br>Viral diarrhoea<br>Malnutrition<br>Malaise<br>Discomfort<br>Feeling abnormal<br>Ill-defined disorder<br>Myalgia<br>Decreased appetite<br>Abdominal discomfort<br>Abdominal pain upper<br>Retching<br>Erectile dysfunction<br>Cutaneous vasculitis<br>Hepatobiliary disease<br>Pancreatitis necrotising<br>Helicobacter gastritis<br>Vision blurred<br>Nephrolithiasis<br>Non-cardiac chest pain<br>Face oedema<br>Blood glucose increased<br>Blood glucose decreased<br>Blood creatinine increased<br>Infestation<br>Laryngeal pain<br>Tooth infection<br>Muscle tightness<br>Insomnia<br>Gastric ulcer helicobacter<br>Parosmia<br>Renal impairment<br>Renal failure<br>Hepatic steatosis<br>Somnolence
