Drug1,DB_ID1,Drug2,DB_ID2,Cell.line,ZIP,Bliss,Loewe,HSA,ZIPclassification,blissclassification,loeweclassification,hsaclassification,synthetic,classification
TRETINOIN,DB00755,CARBOPLATIN,DB00958,UACC-257,-4.44,-3.12,-1.73,-1.31,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,TRETINOIN,DB00755,MALME-3M,-8.79,-7.82,-2.52,-2.11,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,MITOTANE,DB00648,PC-3,-3.27,-1.92,-14.03,-3.59,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,THALIDOMIDE,DB01041,NCI-H226,-1.51,-2.18,-10.33,-4.05,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,TRETINOIN,DB00755,HT29,-2.46,-3.28,-7.16,-7.16,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,DASATINIB,DB01254,IGROV1,-4.55,-4.51,-2.94,-0.44,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,THALIDOMIDE,DB01041,HCT-15,-8.02,-2.52,-16.34,-2.67,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,HCT-15,-0.51,-5.12,-12.05,-11.55,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,ARSENIC TRIOXIDE,DB01169,MDA-MB-435,-11.18,-4.92,-8.1,-3.15,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,NCI-H460,-10.73,-3.1,-4.05,-1.67,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,ARSENIC TRIOXIDE,DB01169,HCC-2998,-6.87,-5.59,-7.56,-5.79,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,FULVESTRANT,DB00947,HOP-92,-3.27,-1.03,-2.36,-1.02,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,ROMIDEPSIN,DB06176,NCI-H522,-0.26,-1.41,-73.85,-2.64,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,METHOTREXATE,DB00563,UACC-257,-0.82,-1.38,-50.03,-1.43,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MERCAPTOPURINE,DB01033,SNB-75,-1.22,-0.57,-1.19,-0.66,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MEGESTROL ACETATE,DB00351,LOX IMVI,-2.77,-5.07,-4.37,-3.59,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,DACARBAZINE,DB00851,DU-145,-0.37,-3.04,-4.58,-4.6,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MERCAPTOPURINE,DB01033,MDA-MB-231,-8.65,-8.94,-7.55,-5.15,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,DACARBAZINE,DB00851,HT29,-0.07,-1.77,-4.78,-4.69,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,DACARBAZINE,DB00851,A549,-1.79,-4.27,-39.44,-4.09,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,METHOTREXATE,DB00563,UACC-257,-1.06,-1.01,-20.88,-1.71,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,SNB-75,-0.76,-1.1,-23.11,-1.68,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,786-0,-3.13,-0.31,-26.96,-0.87,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,TRETINOIN,DB00755,SF-539,-3.51,-1.66,-2.59,-2.16,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,FULVESTRANT,DB00947,DU-145,1.2,7.48,7.14,6.77,1,1,1,1,4,synergy
DASATINIB,DB01254,METHOTREXATE,DB00563,HCC-2998,-4.17,-4.8,-16.35,-2.98,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,BORTEZOMIB,DB00188,KM12,-7.35,-5.98,-9.1,-5.46,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,SW-620,1.93,3.95,0.97,0.25,1,1,1,1,4,synergy
RALOXIFENE,DB00481,MERCAPTOPURINE,DB01033,UO-31,-7.7,-0.39,-1.75,-0.14,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,BORTEZOMIB,DB00188,M14,-2.4,-0.22,-3.33,-0.31,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MITOTANE,DB00648,UO-31,-0.81,-1.61,-2.63,-2.02,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,IMATINIB,DB00619,EKVX,-4.72,-2.15,-2.77,-2.77,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,BORTEZOMIB,DB00188,SW-620,-5.8,-6.06,-13.1,-4.94,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,ARSENIC TRIOXIDE,DB01169,MCF7,-13.51,-1.13,-26.08,-2.96,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,METHOTREXATE,DB00563,OVCAR-4,1.23,2.29,0.16,2.82,1,1,1,1,4,synergy
RALOXIFENE,DB00481,IMATINIB,DB00619,SF-539,0.37,1.97,1.42,2.19,1,1,1,1,4,synergy
DACARBAZINE,DB00851,METHOTREXATE,DB00563,OVCAR3,-10.39,-2.89,-39.36,-1.04,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,ARSENIC TRIOXIDE,DB01169,DU-145,-4.59,-0.53,-3.85,-1.09,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,MCF7,-6.57,-0.38,-18.83,-1.45,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,METHOTREXATE,DB00563,IGROV1,-6.01,-1.48,-23.18,-4.75,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,CARBOPLATIN,DB00958,EKVX,-3.54,-3.73,-4.52,-3.01,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,ARSENIC TRIOXIDE,DB01169,MALME-3M,-1.61,-3.36,-23.02,-1.5,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,THALIDOMIDE,DB01041,MCF7,-2.23,-5.86,-35.46,-6.08,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,METHOTREXATE,DB00563,NCI-H460,-3.88,-4.32,-4.84,-2.69,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,DASATINIB,DB01254,MALME-3M,-1.23,-1.42,-3.61,-3.74,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,DASATINIB,DB01254,HCC-2998,2.19,6.36,2.14,2.28,1,1,1,1,4,synergy
DASATINIB,DB01254,BORTEZOMIB,DB00188,MOLT-4,-1.84,-2.75,-7.16,-0.22,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,HL-60(TB),-0.38,-2.06,-9.8,-2.63,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,CARBOPLATIN,DB00958,IGROV1,3.86,4.28,3.85,3.32,1,1,1,1,4,synergy
METHOTREXATE,DB00563,MERCAPTOPURINE,DB01033,MCF7,-1.71,-2.43,-30.9,-0.18,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,METHOTREXATE,DB00563,HOP-92,-3.28,-0.88,-20.15,-5.28,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,HOP-92,-13.16,-7.57,-5.71,-3.23,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,ARSENIC TRIOXIDE,DB01169,EKVX,-6.34,-4.37,-6.43,-5.18,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,ROMIDEPSIN,DB06176,U251,-1.32,-3.33,-34.1,-4.58,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,BORTEZOMIB,DB00188,SK-OV-3,-3.25,-0.82,-44.93,-0.51,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,THALIDOMIDE,DB01041,NCI-H522,-0.74,-0.04,-1.07,-0.84,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,DASATINIB,DB01254,LOX IMVI,-9.49,-6.34,-27.78,-5.12,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,IMATINIB,DB00619,PC-3,-0.26,-2.83,-3.44,-3.82,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,MCF7,-8.36,-0.52,-4.04,-1,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,CARBOPLATIN,DB00958,MDA-MB-231,-5.66,-2.07,-0.93,-1.56,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,THALIDOMIDE,DB01041,SK-MEL-28,-0.65,-5.37,-45.65,-4.23,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,FULVESTRANT,DB00947,SNB-75,-0.46,-2.5,-3.95,-3.85,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MERCAPTOPURINE,DB01033,M14,-7.84,-9.99,-29.6,-8.32,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,SK-MEL-5,0.76,5.33,2.15,2.51,1,1,1,1,4,synergy
MITOTANE,DB00648,FULVESTRANT,DB00947,LOX IMVI,2.23,8.48,1.51,2.76,1,1,1,1,4,synergy
MERCAPTOPURINE,DB01033,ARSENIC TRIOXIDE,DB01169,IGROV1,6.28,12.86,7.15,10.26,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,ARSENIC TRIOXIDE,DB01169,MALME-3M,-3.6,-6.27,-13.49,-3.6,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MITOTANE,DB00648,SK-MEL-5,-1.42,-4.23,-22.23,-5.17,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,METHOTREXATE,DB00563,CAKI-1,-9.16,-10.57,-7.76,-6.36,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,ARSENIC TRIOXIDE,DB01169,UACC-257,-5.05,-1.59,-5.28,-0.4,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,DASATINIB,DB01254,NCIH23,-5.78,-2.22,-9.86,-1.22,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,FULVESTRANT,DB00947,CAKI-1,-5.28,-1.84,-2.73,-0.06,-1,-1,-1,-1,-4,antagonism
MERCAPTOPURINE,DB01033,ARSENIC TRIOXIDE,DB01169,OVCAR-5,9.02,7.88,10.19,14.04,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,MERCAPTOPURINE,DB01033,SNB-19,-1.79,-2.07,-9.61,-9.54,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MITOTANE,DB00648,A549,0,-0.13,-2.24,-3.19,0,-1,-1,-1,-3,antagonism
FULVESTRANT,DB00947,BORTEZOMIB,DB00188,CCRF-CEM,-1.39,-4.01,-2.92,-3.79,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,MITOTANE,DB00648,K-562,7.13,8.86,0.06,6.05,1,1,1,1,4,synergy
FULVESTRANT,DB00947,MERCAPTOPURINE,DB01033,SN12C,-5.31,-3.23,-14.59,-1.09,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,BORTEZOMIB,DB00188,OVCAR-4,-0.72,-1.32,-1.7,-1.02,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,CARBOPLATIN,DB00958,RPMI-8226,-8.29,-9.12,-14.06,-3,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,HS 578T,-2.29,-2.1,-2.17,-1.56,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,MERCAPTOPURINE,DB01033,SN12C,10.77,11.78,9.5,11.52,1,1,1,1,4,synergy
RALOXIFENE,DB00481,DASATINIB,DB01254,OVCAR-4,-3.04,-1.69,-23.8,-2.1,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MERCAPTOPURINE,DB01033,HOP-62,-0.26,-2.6,-10.59,-5.27,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,METHOTREXATE,DB00563,786-0,-3.57,-4.04,-14.18,-4.57,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,DASATINIB,DB01254,EKVX,-2.82,-1.6,-2.89,-0.24,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,THALIDOMIDE,DB01041,UACC-257,-0.08,-0.08,-2.89,-2.45,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,METHOTREXATE,DB00563,NCI-H522,-1.46,-4.3,-14.6,-5.48,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,SNB-19,-2.54,-5.08,-7.37,-3.96,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,THALIDOMIDE,DB01041,U251,-2.29,-1.97,-2.69,-3.27,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MITOTANE,DB00648,SK-OV-3,-0.29,-1.53,-2.54,-3.29,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,CCRF-CEM,-6.37,-1.34,-8.08,-7.99,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,FULVESTRANT,DB00947,MCF7,-5.42,-7.03,-7.67,-5.23,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,ARSENIC TRIOXIDE,DB01169,HCT116,2.71,1.7,3.4,4.13,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,DASATINIB,DB01254,HL-60(TB),-2.32,-3.89,-44.51,-2.79,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,METHOTREXATE,DB00563,SK-OV-3,-4.9,-5.09,-25.35,-6.29,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,SNB-75,-3.44,-3.36,-33.93,-1.94,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,DASATINIB,DB01254,SR,-4.27,-6.49,-3.88,-4.28,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,ARSENIC TRIOXIDE,DB01169,RXF 393,-11.53,-2.56,-16.81,-3.43,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MERCAPTOPURINE,DB01033,SK-MEL-5,-7.86,-4.23,-2.59,-2.9,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,THALIDOMIDE,DB01041,MOLT-4,-6.54,-7.09,-9.85,-9.85,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,DACARBAZINE,DB00851,SF-539,-2.29,-5.55,-5.56,-5.47,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MITOTANE,DB00648,HCC-2998,-5.57,-9.12,-12.28,-9.48,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,SK-MEL-5,-11.11,-7.54,-5.05,-4.6,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,IMATINIB,DB00619,NCI-H460,-3,-1.83,-5.2,-3.59,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,MITOTANE,DB00648,NCI-H322M,-2.52,-2.67,-5.58,-3.06,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,MITOTANE,DB00648,PC-3,1.24,5.19,5.86,2.79,1,1,1,1,4,synergy
TRETINOIN,DB00755,ARSENIC TRIOXIDE,DB01169,NCI\\/ADR-RES,-0.28,-1.24,-16.96,-3.15,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,MITOTANE,DB00648,TK-10,-1.48,-7,-6.45,-6.16,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,CARBOPLATIN,DB00958,M14,3.58,5.81,2.53,2.98,1,1,1,1,4,synergy
METHOTREXATE,DB00563,TRETINOIN,DB00755,CCRF-CEM,-1.99,-3.48,-16.83,-8.46,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,FULVESTRANT,DB00947,NCI-H322M,-0.21,-0.98,-2.38,-2.38,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,BORTEZOMIB,DB00188,HCT116,-1.9,-2.37,-18.17,-3.07,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,MITOTANE,DB00648,K-562,-4.89,-9.97,-7.89,-8.5,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,FULVESTRANT,DB00947,SR,-2.02,-6.12,-12.94,-9.59,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,BT-549,-0.5,-2.33,-6.47,-3.32,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,FULVESTRANT,DB00947,UACC-257,-0.68,-1.62,-1.55,-1.62,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,ARSENIC TRIOXIDE,DB01169,ACHN,-7.83,-3.44,-6.99,-0.84,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,CARBOPLATIN,DB00958,786-0,-3.01,-6,-5.09,-5.42,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,FULVESTRANT,DB00947,HOP-62,-2.87,-2.25,-1.21,-1.65,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,MERCAPTOPURINE,DB01033,NCI-H322M,-2.34,-1.85,-1.06,-1.36,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,THALIDOMIDE,DB01041,SNB-75,-0.9,-1.46,-62.86,-1.86,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,MALME-3M,-2.19,-2.71,-15.12,-4.25,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,THALIDOMIDE,DB01041,RPMI-8226,-5.29,-7.99,-53.4,-6.34,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,FULVESTRANT,DB00947,MDA-MB-231,-1.79,-0.44,-2.98,-1.23,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,BORTEZOMIB,DB00188,HS 578T,3.61,6.37,0.4,0.4,1,1,1,1,4,synergy
DASATINIB,DB01254,MITOTANE,DB00648,SK-MEL-5,-5.62,-7.25,-2.76,-2.98,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,ROMIDEPSIN,DB06176,786-0,-1.39,-0.56,-75.66,-3.53,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,HCC-2998,-5.06,-1.54,-2.39,-3.01,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,DASATINIB,DB01254,HOP-62,-6.7,-7.6,-48.1,-7.02,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,A498,-4.64,-6.93,-4.57,-4.53,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,MERCAPTOPURINE,DB01033,IGROV1,-4.94,-0.89,-12.91,-0.12,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,METHOTREXATE,DB00563,T-47D,5.93,6.79,8.72,4.18,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,ARSENIC TRIOXIDE,DB01169,NCI-H226,-2.97,-1.05,-1.9,-0.25,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,CARBOPLATIN,DB00958,COLO 205,-2.47,-1.31,-4.17,-2.83,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,IMATINIB,DB00619,ACHN,-3.74,-0.27,-6.12,-2.54,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,DASATINIB,DB01254,SR,-1.36,-5.2,-6.19,-6.78,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,BT-549,-7.68,-7.28,-6.56,-4.16,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,ARSENIC TRIOXIDE,DB01169,HCT116,1.75,5.06,5,7.1,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,SW-620,-7.42,-6.77,-17.98,-4.87,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,BORTEZOMIB,DB00188,786-0,-0.32,-1.37,-10.11,-7.48,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,METHOTREXATE,DB00563,T-47D,4.39,7.03,0.41,0.07,1,1,1,1,4,synergy
DASATINIB,DB01254,MITOTANE,DB00648,SF-539,7.65,11.35,5.12,4.74,1,1,1,1,4,synergy
METHOTREXATE,DB00563,CARBOPLATIN,DB00958,UACC-257,-1.72,-1.85,-2.91,-1.71,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,ARSENIC TRIOXIDE,DB01169,NCI\\/ADR-RES,-0.12,-0.86,-40.08,-5.46,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,BORTEZOMIB,DB00188,LOX IMVI,-2.25,-4.3,-52.79,-4.91,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,ARSENIC TRIOXIDE,DB01169,U251,1.74,1.63,1.82,3.36,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,T-47D,9.63,11.54,0.5,0.5,1,1,1,1,4,synergy
ROMIDEPSIN,DB06176,THALIDOMIDE,DB01041,786-0,-0.21,-1.37,-77.37,-1.93,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,IMATINIB,DB00619,HT29,-5.39,-2.3,-2.91,-1.94,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,ARSENIC TRIOXIDE,DB01169,SK-MEL-28,-7.55,-2.58,-4.95,-2.06,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,ARSENIC TRIOXIDE,DB01169,CCRF-CEM,-4,-3.89,-12.91,-5.9,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,CARBOPLATIN,DB00958,A498,-5.37,-7.01,-5.34,-4.83,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,FULVESTRANT,DB00947,SF-268,0.55,2.48,2.08,1.52,1,1,1,1,4,synergy
TRETINOIN,DB00755,DASATINIB,DB01254,HCC-2998,-2.48,-4.1,-8.55,-3.44,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,ROMIDEPSIN,DB06176,NCI-H322M,-4.06,-1.48,-16.46,-2.06,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,THALIDOMIDE,DB01041,HCT116,2.7,4.89,0.71,0.47,1,1,1,1,4,synergy
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,OVCAR-4,-2.36,-1.87,-1.09,-0.87,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,BORTEZOMIB,DB00188,MCF7,-11.14,-6.14,-3.56,-3.15,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,THALIDOMIDE,DB01041,SNB-19,-3.62,-6.73,-5.04,-5.04,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,EKVX,0.63,3.29,2.33,1.26,1,1,1,1,4,synergy
IMATINIB,DB00619,ROMIDEPSIN,DB06176,HT29,-1.94,-3.62,-26.11,-4.33,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,DASATINIB,DB01254,MCF7,-3.09,-4.89,-44.1,-4.3,-1,-1,-1,-1,-4,antagonism
ROMIDEPSIN,DB06176,METHOTREXATE,DB00563,SN12C,-10.41,-7.1,-8.44,-2.71,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,FULVESTRANT,DB00947,NCI\\/ADR-RES,-1.65,-7.36,-7.34,-8.63,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,MITOTANE,DB00648,OVCAR-5,-1.43,-1.63,-3.87,-1.75,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,ARSENIC TRIOXIDE,DB01169,ACHN,-5.57,-1.17,-37.31,-2.02,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,METHOTREXATE,DB00563,T-47D,-5.54,-2.51,-3.61,-2.62,-1,-1,-1,-1,-4,antagonism
MITOTANE,DB00648,THALIDOMIDE,DB01041,OVCAR-4,-1.47,-2.09,-1.12,-1.07,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,METHOTREXATE,DB00563,SN12C,-7.28,-1.62,-1.09,-0.91,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,MALME-3M,-2.46,-2.02,-13.42,-2.5,-1,-1,-1,-1,-4,antagonism
FULVESTRANT,DB00947,MERCAPTOPURINE,DB01033,786-0,-0.45,0,-4.2,-1.39,-1,0,-1,-1,-3,antagonism
MITOTANE,DB00648,FULVESTRANT,DB00947,SF-268,-0.62,-1.22,-4.87,-4.17,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,ARSENIC TRIOXIDE,DB01169,SR,-1.48,-1.92,-8.45,-1.49,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,ROMIDEPSIN,DB06176,NCI-H322M,-0.47,-2.01,-102.22,-11.62,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,ROMIDEPSIN,DB06176,HT29,-5.02,-5.81,-3.55,-3.06,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,ROMIDEPSIN,DB06176,SF-295,-6.32,-3.53,-58.01,-4.57,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ARSENIC TRIOXIDE,DB01169,SF-295,-2.81,-1.73,-25.66,-2.13,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,COLO 205,-1.53,-1.18,-2.31,-1.97,-1,-1,-1,-1,-4,antagonism
RALOXIFENE,DB00481,TRETINOIN,DB00755,MDA-MB-468,-0.64,-0.1,-3.13,-3.13,-1,-1,-1,-1,-4,antagonism
DASATINIB,DB01254,ARSENIC TRIOXIDE,DB01169,NCI-H226,-1.38,-0.52,-3.57,-3.15,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,IGROV1,-2.91,-8.51,-13.98,-10.15,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,FULVESTRANT,DB00947,NCIH23,-1.65,-2.73,-8.24,-6.29,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,METHOTREXATE,DB00563,COLO 205,-8.28,-2.32,-3.67,-1.3,-1,-1,-1,-1,-4,antagonism
TRETINOIN,DB00755,MITOTANE,DB00648,COLO 205,-5.59,-6.01,-6.31,-6.31,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,BORTEZOMIB,DB00188,MDA-MB-435,-0.24,-2.44,-54.59,-4.29,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,M14,-6.03,-8.29,-6.1,-3.5,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,BORTEZOMIB,DB00188,HCT-15,-3.8,-4.97,-35.95,-1.49,-1,-1,-1,-1,-4,antagonism
